school_name,rating,n_reviews,nces_name_plus_zipcode,state_name_public_school_latest_available_year,state_name_public_school_2020_21,state_abbr_public_school_latest_available_year,school_name_public_school_2020_21,school_id_nces_assigned_public_school_latest_available_year,agency_name_public_school_2020_21,agency_id_nces_assigned_public_school_latest_available_year,location_address_1_public_school_2020_21,location_address_2_public_school_2020_21,location_address_3_public_school_2020_21,location_zip_public_school_2020_21,school_type_public_school_2020_21,agency_type_district_2020_21,start_of_year_status_public_school_2020_21,updated_status_public_school_2020_21,effective_date_of_updated_status_public_school_2020_21,charter_school_public_school_2020_21,magnet_school_public_school_2020_21,locale_public_school_2020_21,school_wide_title_i_public_school_2020_21,title_i_eligible_school_public_school_2020_21,title_i_school_status_public_school_2020_21,latitude_public_school_2020_21,longitude_public_school_2020_21,state_school_id_public_school_2020_21,state_agency_id_public_school_2020_21,national_school_lunch_program_public_school_2020_21,virtual_school_status_sy_2016_17_onward_public_school_2020_21,charter_authorizer_state_id_primary_public_school_2020_21,school_level_sy_2017_18_onward_public_school_2020_21,lowest_grade_offered_public_school_2020_21,highest_grade_offered_public_school_2020_21,total_students_all_grades_excludes_ae_public_school_2020_21,american_indian_alaska_native_students_public_school_2020_21,asian_or_asian_pacific_islander_students_public_school_2020_21,hispanic_students_public_school_2020_21,black_or_african_american_students_public_school_2020_21,white_students_public_school_2020_21,nat_hawaiian_or_other_pacific_isl_students_public_school_2020_21,two_or_more_races_students_public_school_2020_21,full_time_equivalent_fte_teachers_public_school_2020_21,pupil_teacher_ratio_public_school_2020_21
NEWTON-CONOVER HIGH,4.5,10,NEWTON-CONOVER HIGH 28658,North Carolina,NORTH CAROLINA,NC,Newton-Conover High,370336001400,Newton Conover City Schools,3703360,338 W 15th Street,†,†,28658,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.6777,-81.2242,NC-182-316,NC-182,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,709,1,47,211,95,298,"=""0""",57,44.77,15.84
NEWTON-CONOVER MIDDLE,3.3,4,NEWTON-CONOVER MIDDLE 28613,North Carolina,NORTH CAROLINA,NC,Newton-Conover Middle,370336001402,Newton Conover City Schools,3703360,873 Northern Dr NW,†,†,28613,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.731252,-81.224947,NC-182-321,NC-182,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,683,"=""0""",48,196,76,293,"=""0""",70,36.50,18.71
NF WOODS CAMPUS,4.4,11,NF WOODS CAMPUS 28115,North Carolina,NORTH CAROLINA,NC,NF Woods Campus,370312000808,Mooresville Graded School District,3703120,574 W McLelland Ave,†,†,28115,4-Alternative/other school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,35.5869,-80.8237,NC-491-305,NC-491,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,"=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""",7.00,"=""0.00"""
NORTH ASHEBORO MIDDLE,4.3,12,NORTH ASHEBORO MIDDLE 27203,North Carolina,NORTH CAROLINA,NC,North Asheboro Middle,370024000069,Asheboro City Schools,3700240,1861 N Asheboro School Rd,†,†,27203,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,31-Town: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.7442,-79.8227,NC-761-336,NC-761,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,503,1,9,321,63,89,"=""0""",20,35.50,14.17
NORTH BELMONT ELEMENTARY,5,1,NORTH BELMONT ELEMENTARY 28012,North Carolina,NORTH CAROLINA,NC,North Belmont Elementary,370162000701,Gaston County Schools,3701620,210 School Street,†,†,28012,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,35.2727,-81.0505,NC-360-468,NC-360,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,327,"=""0""",16,84,31,184,1,11,23.20,14.09
NORTH BROOK ELEMENTARY,5,3,NORTH BROOK ELEMENTARY 28168,North Carolina,NORTH CAROLINA,NC,North Brook Elementary,370268002197,Lincoln County Schools,3702680,642 Hwy 274,†,†,28168,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.4947,-81.454,NC-550-342,NC-550,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Elementary,Prekindergarten,5th Grade,345,"=""0""",1,17,3,312,"=""0""",12,26.88,12.83
NORTH BRUNSWICK HIGH,3.1,7,NORTH BRUNSWICK HIGH 28451,North Carolina,NORTH CAROLINA,NC,North Brunswick High,370042000125,Brunswick County Schools,3700420,114 Scorpion Drive,†,†,28451,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,34.2405,-78.0245,NC-100-326,NC-100,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,1179,9,8,181,237,679,1,64,69.75,16.90
NORTH BUNCOMBE ELEMENTARY,3.8,4,NORTH BUNCOMBE ELEMENTARY 28787,North Carolina,NORTH CAROLINA,NC,North Buncombe Elementary,370045002259,Buncombe County Schools,3700450,251 Flat Creek Church Rd,†,†,28787,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.7457,-82.568,NC-110-379,NC-110,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,4th Grade,520,"=""0""","=""0""",76,3,419,"=""0""",22,40.50,12.84
NORTH BUNCOMBE HIGH,3.2,20,NORTH BUNCOMBE HIGH 28787,North Carolina,NORTH CAROLINA,NC,North Buncombe High,370045000156,Buncombe County Schools,3700450,890 Clarks Chapel Road,†,†,28787,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.7397,-82.5576,NC-110-380,NC-110,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,996,2,6,130,10,815,1,32,65.37,15.24
NORTH BUNCOMBE MIDDLE,3.5,6,NORTH BUNCOMBE MIDDLE 28787,North Carolina,NORTH CAROLINA,NC,North Buncombe Middle,370045002192,Buncombe County Schools,3700450,51 N Buncombe School Road,†,†,28787,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.7159,-82.5582,NC-110-381,NC-110,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,7th Grade,8th Grade,544,3,2,83,4,437,1,14,38.92,13.98
NORTH CANTON ELEMENTARY,5,8,NORTH CANTON ELEMENTARY 28716,North Carolina,NORTH CAROLINA,NC,North Canton Elementary,370204000906,Haywood County Schools,3702040,60 Thompson St,†,†,28716,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.5466,-82.8342,NC-440-368,NC-440,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,340,"=""0""",1,29,2,292,"=""0""",16,23.63,14.39
NORTH CHATHAM ELEMENTARY,4.3,8,NORTH CHATHAM ELEMENTARY 27517,North Carolina,NORTH CAROLINA,NC,North Chatham Elementary,370075002288,Chatham County Schools,3700750,3380 Lystra Road,†,†,27517,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,†,2-No,6-Not a Title I school,35.8221,-79.0376,NC-190-341,NC-190,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,530,1,11,144,32,311,"=""0""",31,39.25,13.50
NORTH COVE ELEMENTARY SCHOOL,4.8,6,NORTH COVE ELEMENTARY SCHOOL 28752,North Carolina,NORTH CAROLINA,NC,North Cove Elementary School,370294001181,McDowell County Schools,3702940,401 American Thread Road,†,†,28752,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.7895,-82.0342,NC-590-336,NC-590,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,203,"=""0""","=""0""",51,4,139,"=""0""",9,17.40,11.67
NORTH DAVIDSON HIGH,3.9,18,NORTH DAVIDSON HIGH 27295,North Carolina,NORTH CAROLINA,NC,North Davidson High,370114000475,Davidson County Schools,3701140,7227 Old US Hwy 52,†,†,27295,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,35.924225,-80.246106,NC-290-348,NC-290,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,918,3,14,87,28,754,1,31,59.71,15.37
NORTH DAVIDSON MIDDLE,4.5,11,NORTH DAVIDSON MIDDLE 27295,North Carolina,NORTH CAROLINA,NC,North Davidson Middle,370114000474,Davidson County Schools,3701140,333 Critcher Drive,†,†,27295,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,35.926767,-80.245786,NC-290-350,NC-290,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Middle,6th Grade,8th Grade,701,3,15,53,27,578,1,24,40.50,17.31
NORTH DAVIE MIDDLE,2.8,6,NORTH DAVIE MIDDLE 27028,North Carolina,NORTH CAROLINA,NC,North Davie Middle,370117002065,Davie County Schools,3701170,497 Farmington Road,†,†,27028,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,35.9662,-80.535,NC-300-325,NC-300,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,454,"=""0""",8,51,16,360,"=""0""",19,33.18,13.68
NORTH DRIVE ELEMENTARY,4.4,7,NORTH DRIVE ELEMENTARY 27530,North Carolina,NORTH CAROLINA,NC,North Drive Elementary,370488000677,Wayne County Public Schools,3704880,1108 North Drive,†,†,27530,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,13-City: Small,1-Yes,1-Yes,5-Title I schoolwide school,35.3884,-77.9616,NC-960-390,NC-960,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,2nd Grade,555,"=""0""",1,37,474,22,3,18,38.50,14.42
NORTH DUPLIN ELEMENTARY,4,1,NORTH DUPLIN ELEMENTARY 28365,North Carolina,NORTH CAROLINA,NC,North Duplin Elementary,370120000501,Duplin County Schools,3701200,157 North Duplin School Road,†,†,28365,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.1359,-78.0846,NC-310-360,NC-310,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,6th Grade,732,15,3,371,67,254,"=""0""",22,46.44,15.76
NORTH DUPLIN JR SR HIGH,3.9,11,NORTH DUPLIN JR SR HIGH 28365,North Carolina,NORTH CAROLINA,NC,North Duplin Jr Sr High,370120000500,Duplin County Schools,3701200,1388 West NC 403 Highway,†,†,28365,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.1345,-78.0858,NC-310-364,NC-310,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,7th Grade,12th Grade,543,4,1,283,46,197,"=""0""",12,31.69,17.13
NORTH EAST CAROLINA PREP,2.4,21,NORTH EAST CAROLINA PREP 27886,North Carolina,NORTH CAROLINA,NC,North East Carolina Prep,370032303256,North East Carolina Preparatory School,3700323,274 Husky Trail,†,†,27886,1-Regular school,7-Independent Charter District,1-Open,1-Open,12/14/2020,1-Yes,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.891794,-77.58057,NC-33A-000,NC-33A,Yes participating without using any Provision or the CEO,NOTVIRTUAL,"=""01SBE""",Other,Prekindergarten,12th Grade,949,"=""0""",11,109,342,453,2,32,75.34,12.60
NORTH EDGECOMBE HIGH,2.5,4,NORTH EDGECOMBE HIGH 27886,North Carolina,NORTH CAROLINA,NC,North Edgecombe High,370132000555,Edgecombe County Public Schools,3701320,7589 NC 33-NW,†,†,27886,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.9894,-77.5816,NC-330-328,NC-330,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,206,"=""0""",2,33,151,16,"=""0""",4,22.50,9.16
NORTH ELEMENTARY,5,3,NORTH ELEMENTARY 27315,North Carolina,NORTH CAROLINA,NC,North Elementary,370066000117,Caswell County Schools,3700660,10390 NC Hwy 86 N,†,†,27315,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,36.5293,-79.3968,NC-170-334,NC-170,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,322,1,"=""0""",35,74,194,"=""0""",18,22.77,14.14
NORTH ELEMENTARY,4.8,13,NORTH ELEMENTARY 28086,North Carolina,NORTH CAROLINA,NC,North Elementary,370090002718,Cleveland County Schools,3700900,900 N Ramseur Street,†,†,28086,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,35.2551,-81.3403,NC-230-357,NC-230,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,4th Grade,260,"=""0""","=""0""",12,85,140,"=""0""",23,20.10,12.94
NORTH ELEMENTARY,3,3,NORTH ELEMENTARY 27573,North Carolina,NORTH CAROLINA,NC,North Elementary,370363001480,Person County Schools,3703630,260 Henderson Rd,†,†,27573,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,32-Town: Distant,1-Yes,1-Yes,5-Title I schoolwide school,36.407,-78.9662,NC-730-334,NC-730,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,200,"=""0""","=""0""",28,115,36,"=""0""",21,15.72,12.72
NORTH FOREST PINES ELEMENTARY,4.5,8,NORTH FOREST PINES ELEMENTARY 27614,North Carolina,NORTH CAROLINA,NC,North Forest Pines Elementary,370472002824,Wake County Schools,3704720,11501 Forest Pines Drive,†,†,27614,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,11-City: Large,†,2-No,6-Not a Title I school,35.9533,-78.5475,NC-920-514,NC-920,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,526,"=""0""",11,84,91,310,3,27,34.98,15.04
NORTH FORSYTH HIGH,4.2,14,NORTH FORSYTH HIGH 27105,North Carolina,NORTH CAROLINA,NC,North Forsyth High,370150000624,Winston Salem / Forsyth County Schools,3701500,5705 Shattalon Drive,†,†,27105,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,1-Yes,12-City: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,36.1741,-80.2822,NC-340-460,NC-340,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,944,1,6,439,371,77,4,46,60.47,15.61
NORTH GARNER MIDDLE,2.3,49,NORTH GARNER MIDDLE 27529,North Carolina,NORTH CAROLINA,NC,North Garner Middle,370472001882,Wake County Schools,3704720,720 Powell Dr,†,†,27529,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.7155,-78.6121,NC-920-512,NC-920,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,896,"=""0""",18,257,280,301,4,36,55.50,16.14
NORTH GASTON HIGH,2.6,14,NORTH GASTON HIGH 28034,North Carolina,NORTH CAROLINA,NC,North Gaston High,370162000702,Gaston County Schools,3701620,1133 Ratchford Road,†,†,28034,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.3344,-81.1775,NC-360-470,NC-360,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,1132,4,9,200,196,670,"=""0""",53,61.46,18.42
NORTH GRAHAM ELEMENTARY,4.5,15,NORTH GRAHAM ELEMENTARY 27253,North Carolina,NORTH CAROLINA,NC,North Graham Elementary,370003000012,Alamance-Burlington Schools,3700030,1025 Trollinger Road,†,†,27253,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,36.0763,-79.3777,NC-010-364,NC-010,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,344,"=""0""","=""0""",126,124,53,"=""0""",41,29.10,11.82
NORTH HARNETT PRIMARY,4.1,12,NORTH HARNETT PRIMARY 27501,North Carolina,NORTH CAROLINA,NC,North Harnett Primary,370201000890,Harnett County Schools,3702010,282 N Harnett School Rd,†,†,27501,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.4783,-78.7796,NC-430-368,NC-430,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,2nd Grade,338,1,"=""0""",167,50,96,"=""0""",24,29.25,11.56
NORTH HENDERSON HIGH,2.6,14,NORTH HENDERSON HIGH 28792,North Carolina,NORTH CAROLINA,NC,North Henderson High,370210000804,Henderson County Schools,3702100,35 Fruitland Road,†,†,28792,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.361,-82.4223,NC-450-341,NC-450,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,1121,1,19,369,47,623,3,59,67.54,16.60
NORTH HILLS ELEMENTARY,2.6,9,NORTH HILLS ELEMENTARY 27105,North Carolina,NORTH CAROLINA,NC,North Hills Elementary,370150002091,Winston Salem / Forsyth County Schools,3701500,340 Alspaugh Drive,†,†,27105,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,12-City: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,36.1494,-80.2526,NC-340-462,NC-340,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,442,"=""0""",1,179,242,5,5,10,30.88,14.31
NORTH IREDELL HIGH,3.8,15,NORTH IREDELL HIGH 28660,North Carolina,NORTH CAROLINA,NC,North Iredell High,370231000990,Iredell-Statesville Schools,3702310,156 Raider Road,†,†,28660,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.93,-80.8687,NC-490-346,NC-490,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,923,1,8,184,62,635,1,32,54.46,16.95
NORTH IREDELL MIDDLE,4.8,4,NORTH IREDELL MIDDLE 28660,North Carolina,NORTH CAROLINA,NC,North Iredell Middle,370231002300,Iredell-Statesville Schools,3702310,2467 Jennings Rd,†,†,28660,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.9686,-80.8762,NC-490-349,NC-490,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Middle,6th Grade,8th Grade,590,2,2,89,29,440,"=""0""",28,34.05,17.33
NORTH JOHNSTON HIGH,4.4,7,NORTH JOHNSTON HIGH 27542,North Carolina,NORTH CAROLINA,NC,North Johnston High,370237001021,Johnston County Public Schools,3702370,5915 US Hwy 301 N,†,†,27542,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.571,-78.1844,NC-510-368,NC-510,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,786,3,4,237,93,422,"=""0""",27,53.01,14.83
NORTH JOHNSTON MIDDLE,3.4,10,NORTH JOHNSTON MIDDLE 27555,North Carolina,NORTH CAROLINA,NC,North Johnston Middle,370237001017,Johnston County Public Schools,3702370,435 Oil Company Road,†,†,27555,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.563281,-78.208986,NC-510-344,NC-510,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,659,"=""0""","=""0""",229,68,345,"=""0""",17,41.00,16.07
